岗位名称,公司,城市,国家,区域,最低薪资,最高薪资,薪资货币,岗位类别,JD全文,软性要求,技能标注,来源类型,来源名称,来源链接,采集日期,提交时间,同意状态,数据质量
【北斗】大模型算法-RL/推理/RAG/多模态,美团,北京,中国,朝阳区,50000,80000,CNY,other,"研究方向一:垂域LLM研究与构建​

1.基座模型架构设计与优化:参与大语言模型基座架构的设计,研究前沿技术,如稀疏激活、混合精度训练等,同时优化模型的训练和推理流程。​

2.技术创新与突破:参与前沿技术研究,如多任务学习、跨模态理解等,推动模型在复杂任务上的性能提升;探索Transformer替代架构,突破现有模型scaling law限制;同时挑战学术benchmark,为模型的性能树立新的行业标杆。​

3.强化学习算法研究:参与大语言模型后训练阶段的强化学习算法研究,包括基于AI和环境反馈的强化学习(RLXF)算法。同时探索奖励模型与反馈机制,研究可泛化的细粒度过程监督和奖励建模,探索基于细粒度反馈的强化学习算法。​

4.垂域模型定制化构建:领域认知智能突破,探索小样本场景自演进架构设计、可信推理机制构建等方向,同时建立面向AGI的模型评价体系新范式。​

5.跨部门协作与落地:与公司数据科学家、算法工程师、产品团队紧密合作,将研究成果快速转化为实际应用,推动大语言模型在更多场景的落地。​​

研究方向二:垂域MLLM研究与构建​

​1.研究多模态表征与大语言模型融合的前沿技术,设计和实现创新算法,研究异质数据的统一编解码模型,适配多种模态下的特征统一,实现高效微调与优化。​

2.探索强化学习(RL)在多模态大模型中的应用,包括强化学习增强的多模态生成、跨模态对齐、偏好建模及自适应优化,提升多模态理解与推理能力。

​3.持续追踪多模态与强化学习结合的研究进展,优化现有多模态系统架构,提升性能、效率与可扩展性,推动多模态强化学习在智能体交互、决策推理等任务中的应用。

​4.构建技术评估体系,通过多场景验证推动多模态理解、生成及强化学习优化策略的落地应用,提升多模态大模型的泛化能力和实际应用价值。​​

研究方向三:基于角色扮演的虚拟数字助理

​​1. 角色扮演技术(Role-Playing):通过模型优化、Agent构建,在人设、拟人性、情感等取得显著提升。

​2. 记忆管理与增强(Memory):通过模型长上下文,记忆抽取与管理,提升系统的记忆能力。

​3. 个性化技术:通过用户行为数据挖掘与建模,结合多轮对话上下文理解,分析用户情感状态,提升模型的个性化回复能力。

​4. 基于Agent的数字助理:通过Agent构建和基于RL的优化,实现数字助理的能力复刻和增强

任职要求

1.优秀的探索与创新能力,在ACL/EMNLP/NAACL/NeurIPS/ICML/ICLR等顶级会议上发表论文者优先;

2.扎实的算法功底,在ACM/ICPC、NOI/IOI、Top Coder、Kaggle等比赛获奖者优先;

3.有较强的自驱力和良好的动手实践能力,对新事物有强烈的好奇心。

岗位亮点:

1.核心的业务场景:围绕百万骑手工作场景,充足的数据和计算资源,勇担社会责任,秉承“让骑手工作得更好”使命,让每位骑手享受科技红利。

2.全方位技术挑战:服务于百万骑手的复杂场景,对AIGC技术纵深提出深刻要求,从知识注入到垂域模型训练,从多模态到Agent智能体,均是我们要攀登的高峰。

3.健全的培养体系:全方位Mentor机制,保障技术能力与业务能力全面提升,深度参与行业课题的探索与攻坚。

4.扎实的团队实力:发表多篇顶会论文、“技术突破”获奖团队、多项高校合作课题,团队氛围简单纯粹,丰富的内外部交流机会。",,"[{""raw_name"": ""多模态"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多模态大模型""}, {""raw_name"": ""上下文管理"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""长上下文""}, {""raw_name"": ""系统架构"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""系统架构""}, {""raw_name"": ""SFT/LoRA"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""微调""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/f2f792cd3064f3bb0nB609-0GFBU.html,2026-09-02,2026-09-02,none,human_reviewed
大模型研究和工程实习生-MiMo,小米,北京,中国,海淀区,6525,10875,CNY,other,"职位描述
1.创新模型结构设计:
  - 参与大型语言模型核心架构设计与优化
  - 探索Transformer及其变种的改进方案
2. 原生多模态探索:
  - 研发原生多模态架构,实现文本、图像、音频等模态信息的深度融合
  - 研究多模态对齐技术,实现不同模态的语义一致性
3. 模型推理能力提升:
  - 借助强化学习+CoT,提升大语言模型推理能力
  - 自研强化学习算法,搭建强化学习训练框架,设计奖励函数、构建环境、优化模型提升性能
4. 大模型训练推理Infra
  - 开发和优化大规模分布式训练推理系统
  - 优化大模型训练的内存使用和通信效率
5. 科学评测体系构建:
  - 构建科学严谨的算法评测方法,系统评估模型的性能
  - 探索模型能力的潜在机制,推动模型优化和创新
职位要求
职位要求
1. 学术能力:
  - 精通深度学习、强化学习(RL)、自然语言处理(NLP)等领域,具备创新研究能力
  - 在相关领域的国际顶会或期刊发表高质量论文(如 NeurIPS、ICML、CVPR、ICLR、ACL 等)
  - 在领域内知名比赛(NOI、IOI、IPhO、ACM、Kaggle 等)中取得优异成绩者优先
2. 编程能力:
  - 熟练掌握 Python、C++ 或其他编程语言,具备扎实的数据结构与算法基础
  - 熟悉主流深度学习框架(如 PyTorch、TensorFlow),能够高效实现复杂模型
职位要求
1. 学术能力:
  - 精通深度学习、强化学习(RL)、自然语言处理(NLP)等领域,具备创新研究能力
  - 在相关领域的国际顶会或期刊发表高质量论文(如 NeurIPS、ICML、CVPR、ICLR、ACL 等)
  - 在领域内知名比赛(NOI、IOI、IPhO、ACM、Kaggle 等)中取得优异成绩者优先
2. 编程能力:
  - 熟练掌握 Python、C++ 或其他编程语言,具备扎实的数据结构与算法基础
  - 熟悉主流深度学习框架(如 PyTorch、TensorFlow),能够高效实现复杂模型

加分项
- 熟悉大型模型训练技术,包括预训练、SFT(监督微调)、RLHF&O1(基于人类反馈的强化学习)。
- 在多模态建模(如图像-文本、语音-文本对齐)领域有相关研究经验。
- 有分布式系统和并行计算经验,熟悉CUDA编程或GPU优化技术",,"[{""raw_name"": ""TensorFlow"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""TensorFlow""}, {""raw_name"": ""PyTorch"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""PyTorch""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": ""熟练"", ""evidence_text"": ""Python""}, {""raw_name"": ""NLP"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""自然语言处理""}, {""raw_name"": ""分布式系统"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""分布式系统""}, {""raw_name"": ""Evaluation（LLM 评测）"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""评测体系""}, {""raw_name"": ""深度学习"", ""importance"": ""must_have"", ""intensity"": ""精通"", ""evidence_text"": ""深度学习""}, {""raw_name"": ""系统架构"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""架构设计""}, {""raw_name"": ""C++"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""C++""}, {""raw_name"": ""SFT/LoRA"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""SFT""}, {""raw_name"": ""多模态"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多模态""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/95e9d3ba2191c5390nN709y-ElBW.html,2026-09-02,2026-09-02,none,human_reviewed
多模态大模型算法研究员(VLA/VLM/视觉),某中型人工智能公司,上海,中国,,70000,100000,CNY,other,"核心职责:
- 设计通用VLA模型架构(多模态融合、Action Expert、轨迹合成)
- 有独立的research 能力,需要有很强的研究视野和水准,能带来新的认知
目标人选画像:
- 计算机/机器人学相关专业,硕士5年/博士3年以上经验
- 偏计算机视觉,VLM背景会优于纯LLM或NLP
- 技术栈:
  - 有LLM/VLM/VLA训练经验(Qwen2VL,OpenVLA、π0、RDT-1B)
  - 掌握扩散模型/流匹配(Diffusion/Flow Matching)用于动作生成
  - 强化学习(RL)实战经验(SAC、PPO、DPO)
- 加分项:有真机部署经验(机械臂、人形机器人),发表过ICRA/IROS/CoRL/NeurIPS论文",,"[{""raw_name"": ""多模态"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多模态""}, {""raw_name"": ""NLP"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""NLP""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/823dd5ff1c109ea30nF909y6GVFS.html,2026-09-02,2026-09-02,none,human_reviewed
多模态大模型数据实习生,上海阶跃星辰智能科技,上海,中国,徐汇区,10875,21750,CNY,other,"岗位职责:
1. 预训练数据处理:
- 收集、整理和清洗用于预训练的多模态数据,包括文本、图像等。
- 对数据进行预处理,去噪、归一化表达等,以确保数据质量。
- 对数据进行抽样检查和质量评估,及时发现和纠正数据问题。
2. 预训练数据合成:
- 探索适合多模态图文理解大模型预训练的数据合成手段,包括但不限于几何,3D,计数领域
- 设计实验验证合成数据的有用性,并依此迭代优化数据合成pipeline

职位要求:
1. 教育背景: 本科或研究生在读,计算机/人工智能相关专业优先
2. 技术能力: 熟悉Python编程语言,了解文本/图像数据处理和分析的基本方法和工具。
3. 多模态理解: 对多模态数据(文本、图像)有基本的理解。有大模型知识/经验者优先
4. 学习能力: 具备快速学习和适应新知识、新技能的能力。
5. 团队合作: 良好的沟通能力和团队合作精神,能够与团队成员密切合作。",,"[{""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Python""}, {""raw_name"": ""多模态"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多模态""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/9097600872f491380nJ90tW5E1dT.html,2026-09-02,2026-09-02,none,human_reviewed
(多模态)翻译技术负责人,某知名互联网上市公司,上海,中国,,80000,110000,CNY,other,"1、负责或者主导过翻译模型项目
2、并且至少有超过一个模态的翻译场景经验
(不要纯文字翻译,语音翻译或者视频翻译都可以)",,[],public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/3b86334494f427f20nFy2dy1E1dX.html,2026-09-02,2026-09-02,none,human_reviewed
多模态算法研究(实习)-校招 秋招 面议!,无垠跃迁,北京,中国,海淀区,8700,17400,CNY,other,"职位:【实习]多模态算法研究
(校招、秋招也有)

[待遇-福利]
早10/11点-晚7/8点,双休,午休,下午茶,零食+休息区+节假日福利。
自研大模型,算力丰富,支持同学论文,以业务落地为导向。
入职即配万元电脑+干元座椅。设有年终奖,全额社保12公积金。
应届生,公司能协助申请1000-1500元/月房补。

若在我司实习且想留在公司继续工作,毕业表现正常(不要三天打网两天晒鱼的,不犯重大错误,正常工作就行,不会压榨人),毕业公司给到转正机会,换市场价,双方商定重新定薪,童叟无欺!!!

岗位描述:
1.参与模型的多阶段训练优化,研究内容包括前沿多模态大模型训练算法,模型架构设计,数据参数配比等。
2.负责垂类应用的数据收集处理,包括图文和视频等数据。
3.开发前沿应用能力,包括prompt设计,记忆机制,function call等功能。
4.模型开源的仓库建设与建设。


任职要求:
1.有扎实的NLP理论知识基础,熟悉Transformer,CLIP等主流模型原理。
2.优秀的代码能力,熟练掌握Python以及pytorch,熟悉多模态大模型的训练推理pipeline。
3.有过多模态大模型的训练调优经验。
4.有过大规模大模型训练经验的优先。
5.有过多模态大模型应用开发经验的优先。

我们提供:
1.与顶尖研究员一起突破技术边界的研发学习机会。
2.产品实战环境:从技术到产品落地的全流程参与,直接参与产品的核心技术迭代。
3.充足的算力支持充分的探索实验。",,"[{""raw_name"": ""LLM 应用开发"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""大模型应用开发""}, {""raw_name"": ""PyTorch"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""pytorch""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": ""熟练"", ""evidence_text"": ""Python""}, {""raw_name"": ""多模态"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多模态大模型""}, {""raw_name"": ""系统架构"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""架构设计""}, {""raw_name"": ""NLP"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""NLP""}, {""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""prompt""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/5e49bb8a0e5d6ebb0nJ82du6E1pX.html,2026-09-02,2026-09-02,none,human_reviewed
【27校招】多模态大模型算法工程师 - 搜索,字节跳动,北京,中国,海淀区,30000,50000,CNY,ai_application_dev,"团队介绍:字节跳动搜索团队主要负责抖音、今日头条、红果短剧、番茄小说、AI搜索等产品以及电商、生活服务等业务的搜索算法创新和架构研发工作。
我们使用前沿的机器学习/大模型技术进行端到端建模并不断创新突破,同时专注于分布式系统、机器学习系统的构建和性能优化,从内存、Disk等优化到索引压缩、召回、排序等算法的探索,致力于支撑字节跳动持续多元化的产品创新和高速的业务增长、基于大模型革新和重塑下一代搜索技术体系,充分给同学们提供成长自我的机会。
主要工作方向包括:
1、探索前沿的NLP技术:全面基于LLM的Query分析、相关性、个性化预估、满意度评估、生成式检索等,全链路应用LLM/VLM,每个细节都充满挑战;
2、跨模态匹配技术:进行多模态预训练,在超大规模的多模态表征、匹配、生成等多个技术方向上持续突破,打造世界领先的多模态搜索系统;
3、大规模流式机器学习技术:应用大规模机器学习,解决搜索中的推荐问题,让搜索更加个性化更加懂你;
4、千亿级数据规模的架构:从大规模离线计算,分布式系统的性能、调度优化,到构建高可用、高吞吐和低延迟的在线服务的方方面面都有深入研究和创新;
5、推荐技术:基于超大规模机器学习、因果推断、大模型推理等技术手段,构建业界领先的搜索推荐系统,对搜索推荐技术进行探索和创新;
6、AI搜索技术:基于大模型(LLM/VLM)探索多轮、交互式等大模型原生的搜索产品体验。

1. 负责业务基模的预训练体系建设,覆盖 Pretrain 与 Midtrain 全流程,围绕多模态模型训练,开展模型架构优化、训练目标设计、世界知识体系构建与注入、训练策略优化、千卡训练效率提升等探索,持续提升模型在视频与图文场景下的世界知识能力、多实体与细粒度识别能力,以及通用感知与理解能力。
2. 负责业务基模的后训练体系建设,围绕 SFT 、 RL 、 OPD 等方向开展方法探索与落地,建设包含指令数据、偏好数据及业务推理数据在内的后训练数据体系,持续提升模型在业务场景下的指令跟随能力、通用推理能力与抗幻觉能力,实现模型效果与业务目标的持续对齐。
3. 负责基模训练全阶段的数据与评估体系建设,覆盖预训练数据、后训练数据的数据清洗、标注、配比、合成与迭代,搭建全面的评估体系与质量监控机制,建立基模评估体系与业务表现之间的桥梁,提升离线评估对线上效果的预测能力。
4. 跟踪基础模型领域最新技术进展,探索模型架构、训练范式、数据构建、知识强化和模型对齐等方向的前沿方法,并推动其在业务基模中的落地应用。
职位要求
1、2027届获得本科及以上学历,计算机、电子、数学等相关专业优先;
2、在搜索广告推荐、NLP、多模态、AIGC、机器学习等一个或多个领域有较深入的研究者;
3、具有出色的分析、解决问题的能力,能深入解决大模型训练、应用存在的问题,有自主探索解决方案的能力者;
4、具有良好的沟通协作能力,工作积极主动,能够与团队融洽合作,一起探索新技术,推进技术进步。

加分项:
1、具有优秀的基础算法、扎实的机器学习基础,熟悉NLP、搜索、广告计算、RL、ML、AIGC、等领域的技术,在CVPR、ECCV、ICCV、NeurIPS、ICLR、SIGGRAPH或SIGGRAPH Asia等顶级会议/期刊上发表论文者优先;
2、具有优秀的代码能力,熟练掌握C/C++或Python编程语言,ACM/ICPC、NOI/IOl、Top Coder、Kaggle等比赛获奖者优先;
3、在LLM、多模态、大模型、基础模型、世界模型、RL领域,主导过大影响力项目者优先。",,"[{""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""分布式系统"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""分布式系统""}, {""raw_name"": ""机器学习"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""机器学习""}, {""raw_name"": ""C++"", ""importance"": ""nice_to_have"", ""intensity"": ""熟练"", ""evidence_text"": ""C++""}, {""raw_name"": ""SFT/LoRA"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""SFT""}, {""raw_name"": ""多模态"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多模态""}, {""raw_name"": ""NLP"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""NLP""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/40de0b636bc620190nJy2tS6FFpV.html,2026-09-02,2026-09-02,none,human_reviewed
具身智能模型算法(多模态、VLA或RL均可),嘭咔智能,北京,中国,海淀区,6525,6742,CNY,other,"【公司介绍】
我们是聚焦下一代通用陪伴机器人研发的初创团队,汇聚了清北等顶级高校以及头部互联网和硬件大厂的顶尖人才,已获星连资本、云晖资本和卓源亚洲等头部机构/产业资本数千万元融资,团队高度扁平、背景复合,文化纯粹专注、追求极致、开放交流、AI Native。
我们认为当前市场上的陪伴类产品本质上仍是功能堆叠的玩具,而交互、记忆、陪伴和情感等诸多单一关键词都不足以概括我们,我们真正关心的是如何在真实世界中拟合“生命”这套复杂混沌系统的形状,目标是创造真正有生命感、具备高自由度和泛化性的智能伙伴。

【岗位职责】
1. 负责具身智能感知-决策-执行全链路相关模型和算法的研发、训练、微调、评测和产品落地。
2. 结合机器人场景,探索多模态理解、世界模型、VLA或强化学习等技术,提升机器人的感知、交互和自主决策能力。
3. 负责相关数据构建、实验分析和算法迭代,解决模型效果、稳定性、响应速度及部署成本等问题。

【任职要求】
1. 实习岗,至少实习6个月,每周5天,300元/天。
2. 在多模态感知(视觉、听觉和触觉等)、VLA或强化学习等至少一个方向具备扎实基础和实践经验。
3. 重度使用Codex、Claude Code或Cursor等AI Coding工具,对AI工具有深入研究。
4. 有激情和热情,除了日常工作和项目外,有过用十亿级甚至百亿级Token创造有意思的产品的经历。
5. 加分项:有创业经历或创业意向",,"[{""raw_name"": ""AI Coding"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""AI Coding""}, {""raw_name"": ""多模态"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多模态""}, {""raw_name"": ""SFT/LoRA"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""微调""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/5fcd473d9e05b4020nJz3dm8F1pW.html,2026-09-02,2026-09-02,none,human_reviewed
AI后端开发工程师(Golang+AI),米连集团,北京,中国,朝阳区,20000,40000,CNY,ai_application_dev,"岗位职责
1、大模型工程侧后端研发,负责对话系统、记忆系统、RAG等模块的工程侧实现;
2、构建高效的混合检索系统,结合语义搜索和关键词搜索实现最佳检索效果;
3、负责大模型推理侧API接口设计与开发,确保系统稳定性、低延时和可扩展性
职位要求
任职要求
1、计算机科学或相关专业学士及以上学位,3年以上 Golang开发经验;
2、有1年以上AI后端工作经验,熟悉主流 AI Agent 框架和设计思路,能够快速构建 AI 应用;
3、熟悉FunctionCall等Tools调用、openai对话接口规范、Prompt 优化等 LLM 模型调用链路;
4、精通 FastAPI等Python/Go Web框架和微服务框架,有后端高并发系统设计和开发经验;",,"[{""raw_name"": ""Go"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Golang开发""}, {""raw_name"": ""FastAPI"", ""importance"": ""must_have"", ""intensity"": ""精通"", ""evidence_text"": ""FastAPI""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""微服务"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""微服务""}, {""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Prompt""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/92f9d0783dcfacd90nB90929F1BS.html,2026-09-02,2026-09-02,none,human_reviewed
全栈开发(golang/AI交付),某人工智能公司,北京,中国,,25000,50000,CNY,llm_fullstack,"岗位定位:
我们寻找一位专注于AI项目一线交付的软件研发工程师。您将作为关键技术人员,频繁前往客户现场,独立或牵头完成AI应用系统(尤其涉及大模型与智能体应用)的部署、集成、定制开发和运维支持。本岗位高度重视研发能力和客户现场解决问题的能力。如果您技术扎实,对AI技术充满热情,享受在客户现场将技术转化为价值,并具备强烈的责任心与独立工作能力,我们诚挚邀请您的加入。
岗位职责:
独立项目交付:能够独立或作为技术主力,负责AI项目在客户现场的交付全流程,包括环境部署、系统集成、接口联调、定制化功能开发和上线支持。
客户需求对接:在客户现场直接与客户沟通,精准理解业务需求,并将其转化为可行的技术实施方案,管理客户的技术预期。
全栈开发:根据项目需要,承担后端服务开发或前端界面开发工作,确保系统功能完整、稳定运行。
AI功能集成与实现:基于公司AI平台和能力,在客户现场进行二次开发、配置和调试,核心涉及大模型(LLM)能力集成、智能体(Agent)工作流的实现与优化。
问题排查与解决:具备快速定位和解决现场各类技术问题的能力,保障项目顺利交付。
岗位要求:
必备条件:
能够接受高频次、中长期的出差安排。 
计算机相关专业本科及以上学历,1-3年及以上后端或前端开发经验。
对AI大模型(LLM)技术有基本了解,对RAG、Function Calling等AI应用模式有概念性认知。
技术能力(满足一侧即可,了解另一侧为佳):
后端方向(主攻):
熟练掌握 Java/Python/Go 中至少一门语言及主流框架(如Spring Boot, Django, Gin等)。
熟悉数据库、API开发,具备良好的系统模块设计能力。
对前端技术(Vue/React)有基本了解,能进行简单的界面修改或与前端协作。
前端方向(主攻):
熟练掌握 HTML5、CSS3、JavaScript(ES6+) 及 Vue.js/React 框架。
熟悉前端工程化,具备良好的用户界面开发能力。
对后端技术(如API、数据库)有基本了解,能独立与后端服务联调。
优先考虑(重大加分项):
有智能体(Agent) 应用或工作流引擎相关的实际开发或集成经验。
具备“小全栈”能力,可同时完成后端业务逻辑和前端界面开发。
有企业级软件项目现场交付、私有化部署或技术支持经验。
综合素质:
出色的客户沟通能力:能够清晰地与客户进行技术沟通,具备良好的服务意识。
强大的独立解决问题能力:在资源有限或高压环境下,能主动寻找方案,快速解决现场技术难题。
项目主导意识:具备强烈的责任心和工作驱动力,能主动推动项目进展,对交付结果负责。
快速学习与适应性:能快速学习新技术和业务知识,适应不同客户环境的需求变化。
团队协作精神:虽需独立工作,但能通过远程方式与总部团队紧密协作,高效同步信息。",,"[{""raw_name"": ""Function Calling"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""Function Calling""}, {""raw_name"": ""Spring Boot"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Spring Boot""}, {""raw_name"": ""JavaScript"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""JavaScript""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""Django"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Django""}, {""raw_name"": ""Vue"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Vue.js""}, {""raw_name"": ""ReAct"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""React""}, {""raw_name"": ""React"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""React""}, {""raw_name"": ""Java"", ""importance"": ""nice_to_have"", ""intensity"": ""熟练"", ""evidence_text"": ""Java""}, {""raw_name"": ""前端开发"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""前端开发""}, {""raw_name"": ""RAG"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""RAG""}, {""raw_name"": ""Go"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Go""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/31735a222b2b4d110nB-0tu8ElFV.html,2026-09-02,2026-09-02,none,human_reviewed
NLP算法工程师-27秋招,作业帮,北京,中国,,,,,ai_application_dev,"岗位职责:1.利用大模型及相关技术在人工重高服务场景中提升人工效率,实现部分自动化替代,构建智能化服务体系;2.深度参与LLM应用场景的研究与探索,负责模型训练、SFT、DPO、RAG等具体任务;3.跟踪和调研前沿技术,推动新技术在业务中的落地和应用,提升整体AI化能力。岗位要求:1.硕士及以上学历,计算机、人工智能相关专业优先;2.精通 Python/C++/Shell 等常用编程语言,对数据结构和算法设计有深入理解;3.熟悉 NLP 领域的深度学习与机器学习模型,具备相关背景或项目经验者优先;4.对 LLM 和 Transformer 等原理有深刻理解,有 SFT 和 DPO 实践经验者优先;5.熟练掌握 PyTorch 或 TensorFlow 等主流深度学习框架之一;6.具备出色的问题拆解和案例分析能力,能够为需求和目标制定合理的解决方案和排期。",,"[{""raw_name"": ""TensorFlow"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""TensorFlow""}, {""raw_name"": ""PyTorch"", ""importance"": ""nice_to_have"", ""intensity"": ""熟练"", ""evidence_text"": ""PyTorch""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": ""精通"", ""evidence_text"": ""Python""}, {""raw_name"": ""Shell 脚本"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Shell""}, {""raw_name"": ""机器学习"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""机器学习""}, {""raw_name"": ""深度学习"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""深度学习""}, {""raw_name"": ""C++"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""C++""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""SFT/LoRA"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""SFT""}, {""raw_name"": ""NLP"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""NLP""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/d37885d25d9765840nJ-3di_EFpX.html,2026-09-02,2026-09-02,none,human_reviewed
